barcode,first_type,second_type,celltype1,celltype2,x,y,prop1,prop2
embryo1_Pos0_cell311_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.563029494,-2.738054248,1,0
embryo1_Pos0_cell312_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.580021393,-3.118136229,1,0
embryo1_Pos0_cell313_z2,19,8,Gut-tube,Lateral-plate-mesoderm,1.393294213,-2.826633397,1,0
embryo1_Pos0_cell313_z5,16,8,Haematoendothelial-progenitors,Lateral-plate-mesoderm,1.577209221,-2.917731359,1,0
embryo1_Pos0_cell314_z2,19,16,Gut-tube,Haematoendothelial-progenitors,1.396474949,-2.731324875,1,0
embryo1_Pos0_cell314_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.58357052,-3.012498777,1,0
embryo1_Pos0_cell316_z2,19,8,Gut-tube,Lateral-plate-mesoderm,1.404163901,-2.799339289,1,0
embryo1_Pos0_cell317_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.585381364,-2.75747842,1,0
embryo1_Pos0_cell318_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.396498062,-3.373153698,1,0
embryo1_Pos0_cell318_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.600004056,-2.723815038,1,0
embryo1_Pos0_cell319_z5,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.598650176,-2.781796746,1,0
embryo1_Pos0_cell320_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.405652202,-3.130074772,1,0
embryo1_Pos0_cell320_z5,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.584992603,-2.962039583,1,0
embryo1_Pos0_cell321_z5,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.601947133,-2.878012087,1,0
embryo1_Pos0_cell322_z2,19,19,Gut-tube,Gut-tube,1.405840299,-2.589156425,1,0
embryo1_Pos0_cell322_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.591470112,-2.6909154,1,0
embryo1_Pos0_cell323_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.432123066,-3.1818806,1,0
embryo1_Pos0_cell324_z2,21,8,Mixed-mesenchymal-mesoderm,Lateral-plate-mesoderm,1.429634877,-3.072718415,1,0
embryo1_Pos0_cell324_z5,8,10,Lateral-plate-mesoderm,Endothelium,1.598452716,-2.843162215,1,0
embryo1_Pos0_cell325_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.60316605,-3.076861192,1,0
embryo1_Pos0_cell326_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.430906221,-3.307348054,1,0
embryo1_Pos0_cell327_z2,19,16,Gut-tube,Haematoendothelial-progenitors,1.417582167,-2.695224889,1,0
embryo1_Pos0_cell328_z2,19,19,Gut-tube,Gut-tube,1.420851713,-2.550090325,1,0
embryo1_Pos0_cell329_z2,19,10,Gut-tube,Endothelium,1.414863747,-2.50887034,1,0
embryo1_Pos0_cell329_z5,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.626895783,-2.9981494,1,0
embryo1_Pos0_cell33_z2,10,8,Endothelium,Lateral-plate-mesoderm,0.770124379,-2.92599495,1,0
embryo1_Pos0_cell330_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.439038264,-3.013301013,1,0
embryo1_Pos0_cell330_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.622955371,-3.052804909,1,0
embryo1_Pos0_cell331_z5,21,8,Mixed-mesenchymal-mesoderm,Lateral-plate-mesoderm,1.624518659,-2.954795835,1,0
embryo1_Pos0_cell332_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.438056563,-3.23725833,1,0
embryo1_Pos0_cell332_z5,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.632616288,-2.912350401,1,0
embryo1_Pos0_cell333_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.444897639,-3.131489545,1,0
embryo1_Pos0_cell333_z5,8,10,Lateral-plate-mesoderm,Endothelium,1.634549615,-2.831908251,1,0
embryo1_Pos0_cell334_z2,19,3,Gut-tube,Low-quality,1.432527775,-2.581800688,1,0
embryo1_Pos0_cell334_z5,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.631135749,-2.755447367,1,0
embryo1_Pos0_cell335_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.622512883,-2.691421782,1,0
embryo1_Pos0_cell336_z5,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.62488914,-2.630954543,1,0
embryo1_Pos0_cell337_z2,8,13,Lateral-plate-mesoderm,Allantois,1.458150361,-2.951302741,1,0
embryo1_Pos0_cell337_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.652811759,-2.674585979,1,0
embryo1_Pos0_cell338_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.441693749,-3.387376358,1,0
embryo1_Pos0_cell339_z2,19,10,Gut-tube,Endothelium,1.445445649,-2.751797236,1,0
embryo1_Pos0_cell339_z5,8,10,Lateral-plate-mesoderm,Endothelium,1.639422359,-2.566900276,1,0
embryo1_Pos0_cell34_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.78322157,-2.748298665,1,0
embryo1_Pos0_cell34_z5,11,10,Erythroid,Endothelium,0.769818797,-3.244611042,1,0
embryo1_Pos0_cell340_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.656515576,-2.721519347,1,0
embryo1_Pos0_cell341_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.452915994,-3.277228703,1,0
embryo1_Pos0_cell341_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.651039979,-2.59859948,1,0
embryo1_Pos0_cell342_z2,19,19,Gut-tube,Gut-tube,1.454440227,-2.514810809,1,0
embryo1_Pos0_cell342_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.670736828,-2.872930555,1,0
embryo1_Pos0_cell343_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.668205288,-2.545950516,1,0
embryo1_Pos0_cell344_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.650395203,-2.631769873,1,0
embryo1_Pos0_cell345_z2,19,19,Gut-tube,Gut-tube,1.446814665,-2.541268401,1,0
embryo1_Pos0_cell347_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.682520946,-2.746860824,1,0
embryo1_Pos0_cell348_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.679994463,-2.922242514,1,0
embryo1_Pos0_cell349_z5,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.682064859,-2.583875762,1,0
embryo1_Pos0_cell350_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.686313749,-2.814865754,1,0
embryo1_Pos0_cell351_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.679830462,-2.63833921,1,0
embryo1_Pos0_cell352_z5,8,3,Lateral-plate-mesoderm,Low-quality,1.689723757,-2.519342485,1,0
embryo1_Pos0_cell353_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.689604655,-2.686906515,1,0
embryo1_Pos0_cell354_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.476208574,-3.215675367,1,0
embryo1_Pos0_cell356_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.491054286,-3.110819673,1,0
embryo1_Pos0_cell357_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.474204979,-3.044421967,1,0
embryo1_Pos0_cell358_z2,19,19,Gut-tube,Gut-tube,1.473999334,-2.548039088,1,0
embryo1_Pos0_cell36_z5,3,11,Low-quality,Erythroid,0.772678718,-3.315909001,1,0
embryo1_Pos0_cell360_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.477796328,-3.342235566,1,0
embryo1_Pos0_cell361_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.487199956,-3.305015312,1,0
embryo1_Pos0_cell362_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.495112028,-3.168686156,1,0
embryo1_Pos0_cell364_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.484154261,-2.998788004,1,0
embryo1_Pos0_cell367_z2,19,10,Gut-tube,Endothelium,1.496773337,-2.568005199,1,0
embryo1_Pos0_cell368_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.507665949,-3.254821621,1,0
embryo1_Pos0_cell369_z2,19,10,Gut-tube,Endothelium,1.500442089,-2.520377867,1,0
embryo1_Pos0_cell37_z2,8,10,Lateral-plate-mesoderm,Endothelium,0.797356574,-2.790371033,1,0
embryo1_Pos0_cell370_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.505479396,-3.065062873,1,0
embryo1_Pos0_cell372_z2,19,10,Gut-tube,Endothelium,1.497120916,-2.600365099,1,0
embryo1_Pos0_cell373_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.512763911,-2.955893213,1,0
embryo1_Pos0_cell374_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.52966507,-3.039204611,1,0
embryo1_Pos0_cell377_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.52021197,-3.209645342,1,0
embryo1_Pos0_cell378_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.518518542,-3.088584725,1,0
embryo1_Pos0_cell38_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.791716132,-2.732484649,1,0
embryo1_Pos0_cell380_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.525352569,-3.007987185,1,0
embryo1_Pos0_cell381_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.522190793,-3.29759464,1,0
embryo1_Pos0_cell383_z2,19,10,Gut-tube,Endothelium,1.534962137,-2.571459038,1,0
embryo1_Pos0_cell384_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.532838597,-2.811819042,1,0
embryo1_Pos0_cell385_z2,19,10,Gut-tube,Endothelium,1.533954823,-2.611329606,1,0
embryo1_Pos0_cell386_z2,19,10,Gut-tube,Endothelium,1.533030933,-2.543001128,1,0
embryo1_Pos0_cell387_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.55296527,-2.980002555,1,0
embryo1_Pos0_cell388_z2,19,10,Gut-tube,Endothelium,1.532750157,-2.514101884,1,0
embryo1_Pos0_cell389_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.546913425,-3.193139848,1,0
embryo1_Pos0_cell39_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.79288494,-2.640518862,1,0
embryo1_Pos0_cell390_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.548546587,-3.093981359,1,0
embryo1_Pos0_cell391_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.566848738,-2.844047366,1,0
embryo1_Pos0_cell392_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.55403884,-3.144452507,1,0
embryo1_Pos0_cell394_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.559172517,-2.938708852,1,0
embryo1_Pos0_cell396_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.56523114,-2.901018725,1,0
embryo1_Pos0_cell397_z2,19,10,Gut-tube,Endothelium,1.553432826,-2.590334498,1,0
embryo1_Pos0_cell398_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.560313457,-2.797062202,1,0
embryo1_Pos0_cell399_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.571771701,-3.172436871,1,0
embryo1_Pos0_cell4_z2,11,3,Erythroid,Low-quality,0.727053928,-3.249226762,1,0
embryo1_Pos0_cell400_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.569488131,-2.723385423,1,0
embryo1_Pos0_cell402_z2,19,10,Gut-tube,Endothelium,1.56795612,-2.51387323,1,0
embryo1_Pos0_cell403_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.57807661,-2.760905307,1,0
embryo1_Pos0_cell405_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.57718965,-2.693221718,1,0
embryo1_Pos0_cell406_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.585569856,-3.003353839,1,0
embryo1_Pos0_cell407_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.577680701,-3.068382401,1,0
embryo1_Pos0_cell408_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.586816584,-3.041188149,1,0
embryo1_Pos0_cell409_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.580546547,-3.110469974,1,0
embryo1_Pos0_cell412_z2,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.596885051,-2.962706811,1,0
embryo1_Pos0_cell418_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.617029902,-3.143650905,1,0
embryo1_Pos0_cell419_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.607984098,-2.686614448,1,0
embryo1_Pos0_cell420_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.612830441,-2.866860824,1,0
embryo1_Pos0_cell421_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.61486831,-3.102317987,1,0
embryo1_Pos0_cell422_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.618847724,-2.829122132,1,0
embryo1_Pos0_cell423_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.634935052,-2.894984599,1,0
embryo1_Pos0_cell425_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.61737435,-3.072869163,1,0
embryo1_Pos0_cell426_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.624115331,-2.654865076,1,0
embryo1_Pos0_cell427_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.634992122,-3.017805367,1,0
embryo1_Pos0_cell428_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.632576819,-2.754328315,1,0
embryo1_Pos0_cell429_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.634434484,-2.719944901,1,0
embryo1_Pos0_cell43_z5,11,11,Erythroid,Erythroid,0.794510129,-3.211404335,1,0
embryo1_Pos0_cell431_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.64084968,-3.054284027,1,0
embryo1_Pos0_cell432_z2,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.641971423,-2.97020865,1,0
embryo1_Pos0_cell433_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.653511994,-2.804248967,1,0
embryo1_Pos0_cell434_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.646580441,-2.599277118,1,0
embryo1_Pos0_cell435_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.643304822,-2.691995858,1,0
embryo1_Pos0_cell436_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.644913667,-3.086265063,1,0
embryo1_Pos0_cell437_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.656469168,-2.851873463,1,0
embryo1_Pos0_cell438_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.660121597,-2.641704728,1,0
embryo1_Pos0_cell439_z2,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.664374839,-2.936805292,1,0
embryo1_Pos0_cell44_z2,11,10,Erythroid,Endothelium,0.784408132,-3.218924936,1,0
embryo1_Pos0_cell44_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.804984633,-2.691112184,1,0
embryo1_Pos0_cell440_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.667774017,-2.674234542,1,0
embryo1_Pos0_cell441_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.657376276,-2.54551061,1,0
embryo1_Pos0_cell442_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.679624417,-2.74502857,1,0
embryo1_Pos0_cell443_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.66813322,-2.709339108,1,0
embryo1_Pos0_cell444_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.66432222,-2.512183463,1,0
embryo1_Pos0_cell445_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.679790472,-2.56639007,1,0
embryo1_Pos0_cell447_z2,8,18,Lateral-plate-mesoderm,Surface-ectoderm,1.682517538,-2.90446219,1,0
embryo1_Pos0_cell45_z2,11,11,Erythroid,Erythroid,0.79610958,-3.178341579,1,0
embryo1_Pos0_cell45_z5,11,11,Erythroid,Erythroid,0.793114088,-3.182113462,1,0
embryo1_Pos0_cell450_z2,8,18,Lateral-plate-mesoderm,Surface-ectoderm,1.688326221,-2.847838294,1,0
embryo1_Pos0_cell451_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.686423429,-2.787301781,1,0
embryo1_Pos0_cell452_z2,8,18,Lateral-plate-mesoderm,Surface-ectoderm,1.691088958,-2.699445627,1,0
embryo1_Pos0_cell455_z2,8,3,Lateral-plate-mesoderm,Low-quality,1.68890478,-2.513063031,1,0
embryo1_Pos0_cell47_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.807163588,-2.711830132,1,0
embryo1_Pos0_cell50_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.823577354,-2.618087278,1,0
embryo1_Pos0_cell51_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.820532462,-2.636016662,1,0
embryo1_Pos0_cell52_z2,3,11,Low-quality,Erythroid,0.824985601,-2.995916111,1,0
embryo1_Pos0_cell54_z2,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,0.845796716,-2.566525071,1,0
embryo1_Pos0_cell60_z2,3,11,Low-quality,Erythroid,0.854024637,-2.961557093,1,0
embryo1_Pos0_cell61_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.845419643,-2.681719732,1,0
embryo1_Pos0_cell61_z5,8,13,Lateral-plate-mesoderm,Allantois,0.848634161,-2.6760935,1,0
embryo1_Pos0_cell62_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.866407239,-2.598546513,1,0
embryo1_Pos0_cell63_z5,8,13,Lateral-plate-mesoderm,Allantois,0.866402112,-2.709390949,1,0
embryo1_Pos0_cell64_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.871589557,-2.61856201,1,0
embryo1_Pos0_cell64_z5,11,3,Erythroid,Low-quality,0.877509541,-2.980934904,1,0
embryo1_Pos0_cell65_z2,11,3,Erythroid,Low-quality,0.872526324,-3.159856431,1,0
embryo1_Pos0_cell65_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.870726018,-2.648255127,1,0
embryo1_Pos0_cell66_z2,8,13,Lateral-plate-mesoderm,Allantois,0.875750281,-2.654464334,1,0
embryo1_Pos0_cell68_z2,11,3,Erythroid,Low-quality,0.876632917,-2.994016525,1,0
embryo1_Pos0_cell71_z5,11,3,Erythroid,Low-quality,0.879254639,-3.163789918,1,0
embryo1_Pos0_cell72_z5,19,19,Gut-tube,Gut-tube,0.90443934,-3.28321855,1,0
embryo1_Pos0_cell73_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.904292406,-2.570194057,1,0
embryo1_Pos0_cell74_z2,13,8,Allantois,Lateral-plate-mesoderm,0.899899361,-2.672189012,1,0
embryo1_Pos0_cell75_z5,11,3,Erythroid,Low-quality,0.903100637,-2.957758265,1,0
embryo1_Pos0_cell76_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.890443288,-2.578942297,1,0
embryo1_Pos0_cell77_z2,19,19,Gut-tube,Gut-tube,0.894402287,-3.28264221,1,0
embryo1_Pos0_cell77_z5,8,13,Lateral-plate-mesoderm,Allantois,0.903824601,-2.675639134,1,0
embryo1_Pos0_cell79_z2,11,3,Erythroid,Low-quality,0.896568569,-2.95120256,1,0
embryo1_Pos0_cell79_z5,8,13,Lateral-plate-mesoderm,Allantois,0.898399017,-2.630621984,1,0
embryo1_Pos0_cell8_z5,8,3,Lateral-plate-mesoderm,Low-quality,0.72561907,-2.789605003,1,0
embryo1_Pos0_cell83_z5,19,19,Gut-tube,Gut-tube,0.918988439,-3.249833282,1,0
embryo1_Pos0_cell84_z2,11,3,Erythroid,Low-quality,0.91621645,-3.003894841,1,0
embryo1_Pos0_cell84_z5,3,11,Low-quality,Erythroid,0.920028131,-2.994603812,1,0
embryo1_Pos0_cell85_z2,11,3,Erythroid,Low-quality,0.923852705,-3.058399655,1,0
embryo1_Pos0_cell86_z2,11,3,Erythroid,Low-quality,0.92075657,-2.919697194,1,0
embryo1_Pos0_cell87_z2,11,3,Erythroid,Low-quality,0.947520864,-2.874696176,1,0
embryo1_Pos0_cell88_z2,8,11,Lateral-plate-mesoderm,Erythroid,0.92926922,-2.568787353,1,0
embryo1_Pos0_cell9_z2,8,13,Lateral-plate-mesoderm,Allantois,0.754590103,-2.87474775,1,0
embryo1_Pos0_cell9_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.712414326,-2.754256452,1,0
embryo1_Pos0_cell90_z2,19,19,Gut-tube,Gut-tube,0.93302708,-3.294120851,1,0
embryo1_Pos0_cell91_z5,19,19,Gut-tube,Gut-tube,0.935676888,-3.270898212,1,0
embryo1_Pos0_cell92_z5,3,11,Low-quality,Erythroid,0.95040457,-2.951024189,1,0
embryo1_Pos0_cell93_z2,11,3,Erythroid,Low-quality,0.9312995,-2.966278102,1,0
embryo1_Pos0_cell95_z5,11,3,Erythroid,Low-quality,0.951090472,-2.980056543,1,0
embryo1_Pos0_cell96_z5,19,10,Gut-tube,Endothelium,0.962725344,-3.230208108,1,0
embryo1_Pos0_cell97_z2,19,3,Gut-tube,Low-quality,0.945762823,-3.230610963,1,0
embryo1_Pos0_cell98_z2,13,8,Allantois,Lateral-plate-mesoderm,0.961226809,-2.621306483,1,0
embryo1_Pos0_cell98_z5,19,19,Gut-tube,Gut-tube,0.971733686,-3.253996656,1,0
embryo1_Pos0_cell99_z5,19,19,Gut-tube,Gut-tube,0.959702274,-3.284677547,1,0
embryo1_Pos1_cell10_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.285874397,-3.122272193,1,0
embryo1_Pos1_cell10_z5,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,-0.290593484,-3.032134617,1,0
embryo1_Pos1_cell100_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.125460138,-2.847314094,1,0
embryo1_Pos1_cell100_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.144257766,-2.76722071,1,0
embryo1_Pos1_cell101_z2,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,-0.133698306,-3.318486062,1,0
embryo1_Pos1_cell101_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.143331668,-2.733794286,1,0
embryo1_Pos1_cell102_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.139269685,-2.81333438,1,0
embryo1_Pos1_cell102_z5,3,14,Low-quality,Forebrain-Midbrain-Hindbrain,-0.142680967,-2.535940368,1,0
embryo1_Pos1_cell103_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.131282356,-2.730767172,1,0
embryo1_Pos1_cell103_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.130317816,-2.811662417,1,0
embryo1_Pos1_cell104_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.120349269,-3.26105944,1,0
embryo1_Pos1_cell104_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.139521595,-2.70342028,1,0
embryo1_Pos1_cell105_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.138989963,-3.000185215,1,0
embryo1_Pos1_cell105_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.146105994,-3.270514562,1,0
embryo1_Pos1_cell106_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.125783427,-2.915029461,1,0
embryo1_Pos1_cell106_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.135409234,-3.219837536,1,0
embryo1_Pos1_cell107_z5,14,11,Forebrain-Midbrain-Hindbrain,Erythroid,-0.11764885,-3.115734831,1,0
embryo1_Pos1_cell108_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.11065087,-2.963037341,1,0
embryo1_Pos1_cell108_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.135238666,-3.032347591,1,0
embryo1_Pos1_cell109_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.117524075,-3.116721909,1,0
embryo1_Pos1_cell109_z5,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,-0.130868514,-2.66052996,1,0
embryo1_Pos1_cell11_z2,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,-0.275440854,-3.068514938,1,0
embryo1_Pos1_cell11_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.28738494,-2.963090448,1,0
embryo1_Pos1_cell110_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.123039133,-2.677891458,1,0
embryo1_Pos1_cell110_z5,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,-0.134850435,-2.619030612,1,0
embryo1_Pos1_cell111_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.105693123,-3.201725262,1,0
embryo1_Pos1_cell111_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.118624893,-2.882933012,1,0
embryo1_Pos1_cell112_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.097877174,-3.030231359,1,0
embryo1_Pos1_cell112_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.120905821,-3.183702785,1,0
embryo1_Pos1_cell113_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.115052483,-2.778100423,1,0
embryo1_Pos1_cell113_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.124196599,-2.978979956,1,0
embryo1_Pos1_cell114_z2,14,11,Forebrain-Midbrain-Hindbrain,Erythroid,-0.097125812,-3.069886219,1,0
embryo1_Pos1_cell114_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.127182311,-3.2844289,1,0
