0.663702689,0.126487162
0.616066135,0.13309413
0.646911789,0.108914474
0.827763599,0.125331088
0.777088792,0.077724349
0.626944405,0.130590491
0.769257974,0.098120374
0.804343988,0.101287634
0.196412093,0.122549837
0.652641951,0.128008036
0.708250491,0.112933951
0.433443811,0.064707354
0.5920382,0.126390654
0.66007411,0.120209659
0.63699301,0.233148609
0.573468019,0.210095153
0.657123991,0.184857577
0.647307064,0.122407899
0.388500156,0.398563969
0.721651766,0.156964956
0.377561484,0.095408718
0.407462334,0.257841323
0.603957887,0.196670561
0.587785577,0.244824073
0.577434278,0.12891179
0.602856852,0.277753483
0.443404179,0.271943945
0.706119993,0.195650864
0.647489374,0.14467698
0.428080335,0.354837977
0.483013164,0.202483487
0.581252366,0.119891296
0.409029074,0.347268626
0.580766381,0.289808803
0.699152144,0.170384447
0.66158692,0.149723648
0.766393216,0.137273262
0.565130673,0.077034885
0.673226255,0.242102007
0.618084722,0.152723057
0.706300631,0.137940047
0.725256526,0.254483467
0.741442444,0.101326064
0.508547508,0.195546606
0.424035783,0.304366156
0.431265931,0.221016784
0.674580387,0.175536182
0.544492169,0.298349293
0.522096915,0.320977352
0.711806765,0.199217326
0.475853551,0.179067778
0.455413889,0.363655715
0.548999204,0.179804604
0.575311448,0.284303937
0.403146109,0.299455587
0.626777004,0.189336237
0.792742993,0.173542003
0.701073567,0.198563569
0.676255233,0.140814973
0.657289789,0.293372937
0.45070425,0.188549509
0.262943078,0.145802512
0.705709535,0.126459918
0.739788607,0.139391992
0.483930249,0.191185224
0.568361749,0.243563872
0.510371388,0.186313729
0.210287286,0.143272993
0.68511994,0.212303553
0.28681115,0.16445975
0.405272779,0.157147755
0.631231137,0.228580763
0.659894799,0.15070884
0.469829491,0.152783398
0.607128293,0.162936753
0.51062152,0.200754839
0.473359187,0.224099557
0.552481056,0.279160889
0.634706924,0.213572101
0.706289756,0.147443694
0.523516888,0.165485428
0.515851498,0.417675981
0.449184206,0.205226208
0.416856044,0.092024086
0.602192933,0.10067942
0.562143997,0.157430474
0.53003298,0.208043273
0.308330565,0.491870049
0.694389717,0.198598346
0.590548039,0.260557042
0.51202653,0.178101731
0.616565005,0.181661583
0.53445296,0.259089273
0.509714847,0.275268548
0.58108075,0.269066887
0.256876316,0.153123328
0.461439775,0.224065224
0.572557377,0.268728193
0.471107489,0.076073051
0.647115128,0.307303766
0.459457854,0.411772115
0.328239411,0.487026898
0.567572079,0.186946753
0.524952875,0.206006777
0.569745853,0.374692706
0.53975618,0.306830631
0.375238804,0.369609162
0.495867761,0.354835782
0.537607824,0.110897573
0.394613115,0.254262002
