barcode,zscore
embryo1_Pos8_cell333_z5,-0.544328652
embryo1_Pos8_cell336_z5,-0.544328652
embryo1_Pos8_cell338_z2,-0.544328652
embryo1_Pos8_cell338_z5,-0.544328652
embryo1_Pos8_cell339_z5,-0.544328652
embryo1_Pos8_cell340_z2,-0.544328652
embryo1_Pos8_cell341_z2,-0.544328652
embryo1_Pos8_cell345_z2,-0.544328652
embryo1_Pos8_cell348_z2,1.284854435
embryo1_Pos8_cell354_z2,1.561099658
embryo1_Pos8_cell361_z2,1.549836083
embryo1_Pos8_cell376_z2,-0.544328652
embryo1_Pos8_cell379_z2,-0.544328652
embryo1_Pos8_cell383_z2,-0.544328652
embryo1_Pos8_cell385_z2,-0.544328652
embryo1_Pos8_cell386_z2,-0.544328652
embryo1_Pos8_cell394_z2,2.045888984
embryo1_Pos10_cell103_z5,2.552072977
embryo1_Pos10_cell104_z5,2.674507491
embryo1_Pos10_cell112_z2,2.584893404
embryo1_Pos10_cell113_z5,2.101283177
embryo1_Pos10_cell118_z5,2.423184667
embryo1_Pos10_cell126_z2,2.504871285
embryo1_Pos10_cell127_z2,2.645501959
embryo1_Pos10_cell14_z2,1.847192767
embryo1_Pos10_cell141_z2,2.558562776
embryo1_Pos10_cell18_z2,-0.544328652
embryo1_Pos10_cell2_z2,1.680399306
embryo1_Pos10_cell21_z5,2.527871516
embryo1_Pos10_cell26_z2,1.940832352
embryo1_Pos10_cell31_z5,2.623255163
embryo1_Pos10_cell35_z2,2.486366729
embryo1_Pos10_cell39_z2,2.63234726
embryo1_Pos10_cell48_z2,2.604054706
embryo1_Pos10_cell60_z2,2.855377529
embryo1_Pos10_cell70_z2,2.537630824
embryo1_Pos10_cell76_z5,2.507759795
embryo1_Pos10_cell82_z5,2.495738629
embryo1_Pos10_cell86_z2,2.614220499
embryo1_Pos10_cell91_z2,-0.544328652
embryo1_Pos10_cell98_z2,2.345554643
embryo1_Pos10_cell98_z5,2.536209126
embryo1_Pos11_cell111_z5,-0.544328652
embryo1_Pos11_cell125_z5,-0.544328652
embryo1_Pos11_cell128_z5,1.400480441
embryo1_Pos11_cell130_z5,-0.544328652
embryo1_Pos11_cell132_z5,-0.544328652
embryo1_Pos11_cell133_z5,-0.544328652
embryo1_Pos11_cell134_z5,1.41953599
embryo1_Pos11_cell135_z5,-0.544328652
embryo1_Pos11_cell137_z2,-0.544328652
embryo1_Pos11_cell137_z5,1.721588338
embryo1_Pos11_cell139_z5,-0.544328652
embryo1_Pos11_cell140_z5,-0.544328652
embryo1_Pos11_cell143_z5,-0.544328652
embryo1_Pos11_cell198_z2,-0.544328652
embryo1_Pos11_cell221_z2,1.72842088
embryo1_Pos11_cell232_z2,-0.544328652
embryo1_Pos11_cell252_z2,-0.544328652
embryo1_Pos11_cell256_z2,-0.544328652
embryo1_Pos11_cell260_z2,-0.544328652
embryo1_Pos11_cell261_z2,-0.544328652
embryo1_Pos11_cell263_z2,-0.544328652
embryo1_Pos11_cell266_z2,-0.544328652
embryo1_Pos11_cell269_z2,-0.544328652
embryo1_Pos11_cell270_z2,-0.544328652
