barcode,zscore
embryo1_Pos21_cell392_z2,-0.544328652
embryo1_Pos21_cell393_z2,1.877300637
embryo1_Pos21_cell394_z2,-0.544328652
embryo1_Pos21_cell94_z5,-0.544328652
embryo1_Pos21_cell96_z5,-0.544328652
embryo1_Pos21_cell98_z5,-0.544328652
embryo1_Pos21_cell99_z5,-0.544328652
embryo1_Pos22_cell103_z5,1.43937702
embryo1_Pos22_cell106_z5,-0.544328652
embryo1_Pos22_cell113_z5,-0.544328652
embryo1_Pos22_cell115_z5,-0.544328652
embryo1_Pos22_cell121_z5,-0.544328652
embryo1_Pos22_cell122_z5,1.810618433
embryo1_Pos22_cell123_z5,-0.544328652
embryo1_Pos22_cell129_z5,-0.544328652
embryo1_Pos22_cell130_z5,1.204122142
embryo1_Pos22_cell132_z5,-0.544328652
embryo1_Pos22_cell133_z5,-0.544328652
embryo1_Pos22_cell134_z5,-0.544328652
embryo1_Pos22_cell140_z5,-0.544328652
embryo1_Pos22_cell142_z5,-0.544328652
embryo1_Pos22_cell147_z5,-0.544328652
embryo1_Pos22_cell303_z2,-0.544328652
embryo1_Pos22_cell317_z2,-0.544328652
embryo1_Pos22_cell328_z2,-0.544328652
embryo1_Pos22_cell340_z2,-0.544328652
embryo1_Pos22_cell343_z2,1.525031503
embryo1_Pos22_cell345_z2,-0.544328652
embryo1_Pos22_cell347_z2,-0.544328652
embryo1_Pos22_cell354_z2,-0.544328652
embryo1_Pos22_cell356_z2,-0.544328652
embryo1_Pos22_cell359_z2,1.784226065
embryo1_Pos22_cell360_z2,1.227903498
embryo1_Pos22_cell362_z2,-0.544328652
embryo1_Pos22_cell363_z2,-0.544328652
embryo1_Pos22_cell365_z2,-0.544328652
embryo1_Pos22_cell366_z2,1.208783507
embryo1_Pos22_cell367_z2,-0.544328652
embryo1_Pos22_cell374_z2,-0.544328652
embryo1_Pos22_cell378_z2,-0.544328652
embryo1_Pos22_cell383_z2,-0.544328652
embryo1_Pos22_cell388_z2,-0.544328652
embryo1_Pos22_cell393_z2,-0.544328652
embryo1_Pos22_cell394_z2,-0.544328652
embryo1_Pos22_cell399_z2,-0.544328652
embryo1_Pos22_cell400_z2,-0.544328652
embryo1_Pos22_cell401_z2,-0.544328652
embryo1_Pos22_cell403_z2,-0.544328652
embryo1_Pos22_cell94_z5,-0.544328652
embryo1_Pos22_cell98_z5,-0.544328652
embryo1_Pos23_cell101_z5,-0.544328652
embryo1_Pos23_cell104_z5,-0.544328652
embryo1_Pos23_cell107_z2,-0.544328652
embryo1_Pos23_cell109_z5,-0.544328652
embryo1_Pos23_cell115_z2,-0.544328652
embryo1_Pos23_cell119_z5,-0.544328652
embryo1_Pos23_cell123_z5,-0.544328652
embryo1_Pos23_cell126_z5,-0.544328652
embryo1_Pos23_cell13_z5,-0.544328652
embryo1_Pos23_cell14_z2,-0.544328652
embryo1_Pos23_cell141_z5,-0.544328652
embryo1_Pos23_cell15_z2,-0.544328652
embryo1_Pos23_cell15_z5,1.457434331
embryo1_Pos23_cell154_z5,-0.544328652
embryo1_Pos23_cell16_z2,-0.544328652
embryo1_Pos23_cell16_z5,-0.544328652
embryo1_Pos23_cell23_z5,1.315135854
embryo1_Pos23_cell26_z2,-0.544328652
embryo1_Pos23_cell26_z5,-0.544328652
embryo1_Pos23_cell27_z2,-0.544328652
embryo1_Pos23_cell30_z2,-0.544328652
embryo1_Pos23_cell31_z5,1.268631867
embryo1_Pos23_cell32_z2,-0.544328652
embryo1_Pos23_cell39_z5,-0.544328652
embryo1_Pos23_cell41_z2,-0.544328652
embryo1_Pos23_cell42_z2,-0.544328652
embryo1_Pos23_cell42_z5,-0.544328652
embryo1_Pos23_cell45_z2,-0.544328652
embryo1_Pos23_cell45_z5,-0.544328652
embryo1_Pos23_cell46_z2,-0.544328652
embryo1_Pos23_cell47_z2,1.43937702
embryo1_Pos23_cell50_z5,-0.544328652
embryo1_Pos23_cell52_z5,-0.544328652
embryo1_Pos23_cell53_z2,-0.544328652
embryo1_Pos23_cell54_z2,1.281201272
embryo1_Pos23_cell54_z5,-0.544328652
embryo1_Pos23_cell60_z2,1.771543296
embryo1_Pos23_cell60_z5,-0.544328652
embryo1_Pos23_cell61_z5,-0.544328652
embryo1_Pos23_cell62_z2,-0.544328652
embryo1_Pos23_cell65_z5,-0.544328652
embryo1_Pos23_cell67_z2,-0.544328652
embryo1_Pos23_cell71_z2,-0.544328652
embryo1_Pos23_cell73_z2,1.140589125
embryo1_Pos23_cell73_z5,-0.544328652
embryo1_Pos23_cell74_z5,-0.544328652
embryo1_Pos23_cell79_z2,-0.544328652
embryo1_Pos23_cell79_z5,1.468064444
embryo1_Pos23_cell80_z5,-0.544328652
embryo1_Pos23_cell81_z5,-0.544328652
embryo1_Pos23_cell84_z5,-0.544328652
embryo1_Pos23_cell86_z2,-0.544328652
embryo1_Pos23_cell86_z5,-0.544328652
embryo1_Pos23_cell87_z5,-0.544328652
embryo1_Pos23_cell88_z2,1.295985419
embryo1_Pos23_cell88_z5,-0.544328652
embryo1_Pos23_cell95_z2,-0.544328652
embryo1_Pos23_cell99_z5,1.321034251
