Ch+Ch,None
In+In,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
Ep+Ep,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
In+In,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
EnT+EnT,None
None,None
None,None
None,None
EnT+EnT,None
None,None
None,None
None,None
None,None
None,None
None,None
D+D,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
O+O,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
